,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
312,CoRoT-23 b,889.9,11.77,,1660.0,0.16,0.048,1,1,G0 V,5900.0,Transit
313,CoRoT-23 b,972.5598,13.22662,,1710.0,,0.04809,1,1,,5900.0,Transit
314,CoRoT-23 b,982.0947,11.76945,,,0.16,0.0484,1,1,,5900.0,Transit
315,CoRoT-24 b,5.7,3.7,,1070.0,0.0,0.056,2,1,K1 V,4950.0,Transit
316,CoRoT-24 c,28.0,5.0,,850.0,0.0,0.098,2,1,K1 V,4950.0,Transit
317,CoRoT-25 b,85.81,12.11,,1330.0,0.0,0.0578,1,1,F9,6040.0,Transit
318,CoRoT-25 b,93.12419,12.10572,,,0.22,0.05789,1,1,,6040.0,Transit
319,CoRoT-26 b,165.26,14.12,,1600.0,0.0,0.0526,1,1,G5,5590.0,Transit
320,CoRoT-26 b,184.3414,14.12334,,,0.41,0.0525,1,1,,5590.0,Transit
321,CoRoT-27 b,3273.649,11.287463,,,0.034,0.0467,1,1,,5900.0,Transit
322,CoRoT-27 b,3302.11,11.287,,1500.0,0.065,0.0476,1,1,G2,5900.0,Transit
323,CoRoT-28 b,152.87623,10.704595,,,0.071,0.059,1,1,,5150.0,Transit
324,CoRoT-28 b,153.82972,10.704595,,,0.047,0.0603,1,1,G8/9 IV,5150.0,Transit
325,CoRoT-29 b,266.9772,10.0881,,,0.12,0.039,1,1,,5260.0,Transit
326,CoRoT-29 b,270.1555,10.0881,,,0.082,0.0386,1,1,K0 V,5260.0,Transit
327,CoRoT-29 b,,,,,,,1,1,,5268.0,Transit
328,CoRoT-3 b,6814.2752,11.32109,,,0.016,0.0574,1,1,,6740.0,Transit
329,CoRoT-3 b,6979.5468,11.623733,,1695.0,,0.05783,1,1,,6740.0,Transit
330,CoRoT-3 b,6747.5309,11.1350206,,,0.008,0.05694,1,1,,,Transit
331,CoRoT-3 b,,,,,,,1,1,,6558.0,Transit
332,CoRoT-3 b,6883.91,11.32,,,0.0,,1,1,F3 V,6740.0,Transit
333,CoRoT-30 b,921.707,11.309881,,,0.007,0.0844,1,1,G3 V,5650.0,Transit
334,CoRoT-31 b,266.9772,16.36514,,,0.02,0.0586,1,1,G2 IV,5700.0,Transit
335,CoRoT-35 b,349.6112477,18.83108758,,1747.0,0.0,0.0429,1,1,F6 V,6390.0,Transit
336,CoRoT-36 b,216.12331676,15.80466279,,1567.0,0.0,0.066,1,1,F3 V,6730.0,Transit
337,CoRoT-4 b,223.43449,13.33871,,,0.14,0.09025,1,1,,6190.0,Transit
338,CoRoT-4 b,232.33373,13.00244,,1058.0,,0.0912,1,1,,6190.0,Transit
339,CoRoT-4 b,,13.43739593,203.9517,963.83,,,1,1,,6190.0,Transit
340,CoRoT-4 b,228.83,13.34,,1074.0,0.0,0.09,1,1,,6190.0,Transit
341,CoRoT-5 b,,18.38267405,786.2949,1350.57,,,1,1,,6100.0,Transit
342,CoRoT-5 b,148.42,15.558,,1438.0,0.09,0.04947,1,1,F9 V,6100.0,Transit
343,CoRoT-5 b,149.3801,13.249038,,1348.0,,0.05004,1,1,,6100.0,Transit
344,CoRoT-5 b,151.92274,15.558092,,,0.087,0.04963,1,1,,6100.0,Transit
345,CoRoT-5 b,,,,,,,1,1,,,Transit
346,CoRoT-5 b,145.88397,14.078504,,1397.0,,0.0495,1,1,,,Transit
347,CoRoT-6 b,940.7768,13.282665,,1025.0,,0.0855,1,1,,6090.0,Transit
348,CoRoT-6 b,,,,,,,1,1,,,Transit
349,CoRoT-6 b,937.5985,13.069694,,,0.18,0.0854,1,1,,6090.0,Transit
350,CoRoT-6 b,940.74,13.068,,1017.0,0.1,0.0855,1,1,F9 V,6090.0,Transit
351,CoRoT-7 b,21.0,1.68,,,,0.0172,3,1,G9 V,5275.0,Transit
352,CoRoT-7 b,4.8,,,,0.0,0.017,3,1,,5256.0,Transit
353,CoRoT-7 b,5.74,1.585,,1756.0,0.0,0.017016,3,1,,5259.0,Transit
354,CoRoT-7 b,6.99226,1.860694,,1910.0,,0.0169,3,1,,5250.0,Transit
355,CoRoT-7 b,6.056,1.528,,,,,3,1,G9 V,5250.0,Transit
356,CoRoT-7 b,4.6,1.58,,,,,3,1,,5313.0,Transit
357,CoRoT-7 b,4.07660518,1.68135,,,0.0,,3,1,,5275.0,Transit
358,CoRoT-7 b,4.73,,,,0.12,0.017,3,1,,5256.0,Transit
359,CoRoT-7 c,13.289,,,,,,3,1,G9 V,5250.0,Radial Velocity
360,CoRoT-7 c,13.56,,,,0.12,0.045,3,1,,5256.0,Radial Velocity
361,CoRoT-7 c,8.4,,,,0.0,0.046,3,1,,5256.0,Radial Velocity
362,CoRoT-7 d,17.142,,,,,,3,1,G9 V,5250.0,Radial Velocity
363,CoRoT-8 b,69.28694,6.38913,,,0.19,0.06339,1,1,,5080.0,Transit
364,CoRoT-8 b,69.28694,6.938371,,870.0,,0.0636,1,1,,,Transit
365,CoRoT-8 b,69.92,6.39,,,0.0,0.063,1,1,K1 V,5080.0,Transit
366,CoRoT-8 b,68.65128,7.980808,,922.0,,0.0633,1,1,,5080.0,Transit
367,CoRoT-9 b,266.97,11.77,,,0.11,0.407,1,2,G3 V,5625.0,Transit
368,CoRoT-9 b,268.88418,11.948794,,,0.134,0.4029,1,2,,5625.0,Transit
369,CoRoT-9 b,,,,,,,1,2,,,Transit
370,CoRoT-9 b,262.52758,11.623733,,413.0,,0.4027,1,2,,5625.0,Transit
371,CoRoT-9 b,266.9772,11.948794,,420.0,0.133,0.4021,1,2,,5625.0,Transit
372,CoRoTID 223977153 b,47.6745,6.38913,132.26,938.0,,0.071,1,1,G0 VI,5970.0,Transit
373,CoRoTID 223977153 b,,,,,,,1,1,G0 VI,5970.0,Transit
374,DE CVn b,3823.27330161,,,,0.0,5.75,1,2,,,Eclipse Timing Variations
375,DENIS-P J082303.1-491201 b,9057.77,,,,0.345,0.36,1,1,L1.5,,Astrometry
376,DH Tau b,3496.13,30.2643,,2200.0,,,1,1,,4371.0,Imaging
377,DH Tau b,3496.0,,,,,330.0,1,1,M0.5,,Imaging
378,DMPP-1 b,24.27,,,877.0,0.083,0.1462,4,1,F8 V,6196.0,Radial Velocity
379,DMPP-1 c,9.6,,,1239.0,0.057,0.0733,4,1,F8 V,6196.0,Radial Velocity
380,DMPP-1 d,3.35,,,1632.0,0.07,0.0422,4,1,F8 V,6196.0,Radial Velocity
381,DMPP-1 e,4.13,,,1314.0,0.07,0.0651,4,1,F8 V,6196.0,Radial Velocity
382,DMPP-2 b,138.89171,,,1000.0,0.078,0.0664,1,1,F5 V,6500.0,Radial Velocity
383,DMPP-3 A b,2.58,,,854.0,0.0,0.0662,1,2,,,Radial Velocity
384,DMPP-3 A b,2.58,,,854.0,0.14,0.0662,1,2,K0 V,5138.0,Radial Velocity
385,DMPP-4 b,12.2,,,,0.063,0.04853,1,1,F5-F8 V,6400.0,Radial Velocity
386,DP Leo b,1922.79,,,,0.39,8.19,1,2,,,Eclipse Timing Variations
387,DP Leo b,1995.88832,,,,,8.6,1,2,,,Eclipse Timing Variations
388,DS Tuc A b,,6.17576816,115.8276,836.71,,,1,2,,5414.0,Transit
389,DS Tuc A b,413.179,5.63,,,,,1,2,G6 V,5542.0,Transit
390,DS Tuc A b,,5.7,,850.0,0.0,,1,2,G6 V,5428.0,Transit
391,EPIC 201170410.02,,1.047,,,0.0,0.0349,1,1,,3648.0,Transit
392,EPIC 201238110 b,,1.87,,,,,1,1,,,Transit
393,EPIC 201238110 b,,2.2,,,,,1,1,,,Transit
394,EPIC 201427007 b,,1.5,,,,,1,1,,5633.0,Transit
395,EPIC 201497682 b,,0.692,,,,,1,1,,,Transit
396,EPIC 201595106 b,,1.40575209,,,,,2,1,,5705.0,Transit
397,EPIC 201595106 b,7.67,1.565,2852.0,2038.0,0.0,0.0177,2,1,,5679.0,Transit
398,EPIC 201595106 b,,1.3,,,,,2,1,,5820.0,Transit
399,EPIC 201595106 b,,1.2,,1874.0,,,2,1,,5711.17,Transit
400,EPIC 201615463 c,,1.22,,,,,2,1,,,Transit
401,EPIC 201754305 d,,1.03,,,,,3,1,,,Transit
402,EPIC 201757695.02,,0.90819,,,0.0,0.0296,1,1,,4520.0,Transit
403,EPIC 201833600 c,,1.48,,,,,2,1,,,Transit
404,EPIC 201833600 c,,1.0,,,,,2,1,,,Transit
405,EPIC 201841433 b,,1.04,,,,0.035,1,1,,5053.0,Transit
406,EPIC 201841433 b,,1.1,,,,,1,1,,,Transit
407,EPIC 201841433 b,,1.41,,,,,1,1,,,Transit
408,EPIC 205950854 c,,1.31,,960.6,,,2,1,,5502.7,Transit
409,EPIC 205950854 c,,1.18,,,,,2,1,,,Transit
410,EPIC 205950854 c,,1.62,,,,,2,1,,,Transit
411,EPIC 206024342 b,,1.7,,,,,3,1,,,Transit
412,EPIC 206024342 b,,1.44,,,,,3,1,,,Transit
413,EPIC 206024342 c,,1.35,,,,,3,1,,5648.0,Transit
414,EPIC 206024342 c,,1.16,,,,,3,1,,,Transit
415,EPIC 206024342 c,,1.4,,,,,3,1,,5724.0,Transit
416,EPIC 206024342 d,,2.52,,,,,3,1,,,Transit
417,EPIC 206024342 d,,2.6,,,,,3,1,,5724.0,Transit
418,EPIC 206024342 d,,4.0,,,,,3,1,,6438.0,Transit
419,EPIC 206024342 d,,2.94,,,,,3,1,,5648.0,Transit
420,EPIC 206032309 b,,1.01,,,,,1,1,,,Transit
421,EPIC 206042996 b,,3.32,,,,,2,1,,,Transit
422,EPIC 206042996 b,,1.7,,,,,2,1,,4114.0,Transit
423,EPIC 206042996 b,,1.62,,,,,2,1,,,Transit
424,EPIC 206042996 c,,1.2,,,,,2,1,,4114.0,Transit
425,EPIC 206042996 c,,1.45,,,,,2,1,,3893.0,Transit
426,EPIC 206215704 b,,2.0,,,,,1,1,,,Transit
427,EPIC 206215704 b,,0.9,,,,,1,1,,,Transit
428,EPIC 206215704 b,,1.0,,,,,1,1,,3297.0,Transit
429,EPIC 206317286 b,,1.22,,,,,2,1,,,Transit
430,EPIC 206317286 b,,0.96,,,,,2,1,,,Transit
431,EPIC 206317286 c,,2.15,,,,,2,1,,,Transit
432,EPIC 206317286 c,,2.094,,,,,2,1,,4752.0,Transit
433,EPIC 206317286 c,,2.63,,,,,2,1,,4749.0,Transit
434,EPIC 211822797 b,,,,,,,1,1,,3811.0,Transit
435,EPIC 211822797 b,,2.18,,,,,1,1,,,Transit
436,EPIC 211822797 b,,2.2,,,0.18,,1,1,,3880.0,Transit
437,EPIC 211822797 b,,1.98,3.5,,0.06,0.131,1,1,,4148.21,Transit
438,EPIC 211822797 b,,,,,,,1,1,,3811.0,Transit
439,EPIC 211822797 b,,1.92,,431.0,,0.1195,1,1,,4057.0,Transit
440,EPIC 211945201 b,,,,,,,1,1,G0,6025.0,Transit
441,EPIC 211945201 b,,5.76,,817.0,,0.1493,1,1,,6069.0,Transit
442,EPIC 211945201 b,,6.0,,,,,1,1,,,Transit
443,EPIC 211945201 b,,6.8,,,,,1,1,,6320.0,Transit
444,EPIC 211945201 b,,,,,,,1,1,,6128.0,Transit
445,EPIC 211945201 b,,5.96,,,,,1,1,,,Transit
446,EPIC 211945201 b,27.0,6.12,,886.35,0.0,0.148,1,1,G0,6025.0,Transit
447,EPIC 211945201 b,,5.84689735,,,,,1,1,,6046.0,Transit
448,EPIC 211945201 b,,5.50689,31.9085,662.0,,,1,1,,6128.0,Transit
449,EPIC 211945201 b,,,,,,,1,1,,6128.0,Transit
450,EPIC 212297394 b,,1.323,,,,,2,1,,,Transit
451,EPIC 212297394 b,,1.83,,,,,2,1,,,Transit
452,EPIC 212297394 b,,1.48,,1149.0,,,2,1,,5171.0,Transit
453,EPIC 212297394 c,,2.29,,,,,2,1,,,Transit
454,EPIC 212297394 c,,,,,,,2,1,,5008.0,Transit
455,EPIC 212297394 c,,2.27,,866.0,,,2,1,,5171.0,Transit
456,EPIC 212424622 b,,2.17,,,,,1,1,,,Transit
457,EPIC 212424622 b,,2.21,,,,,1,1,,,Transit
458,EPIC 212499991 b,,1.6,,,,,1,1,,,Transit
459,EPIC 212587672 b,,1.12,,,,,2,1,,,Transit
460,EPIC 212587672 b,,1.26,,756.0,,,2,1,,6004.0,Transit
461,EPIC 212587672 b,,1.39,,,,,2,1,,,Transit
462,EPIC 212587672 c,,,,,,,2,1,,6055.0,Transit
463,EPIC 212587672 c,,2.32,,658.0,,,2,1,,6004.0,Transit
464,EPIC 212587672 c,,,,,,,2,1,,6055.0,Transit
465,EPIC 212587672 c,,2.3,,,,,2,1,,,Transit
466,EPIC 212587672 c,,2.31,,,,,2,1,,,Transit
467,EPIC 212587672 c,,2.24459533,,,,,2,1,,5928.0,Transit
468,EPIC 212624936 b,,1.2,,,,,2,1,,5765.0,Transit
469,EPIC 212624936 c,,2.3,,,,,2,1,,5765.0,Transit
470,EPIC 212624936 c,,2.67,,,,,2,1,,,Transit
471,EPIC 212737443 b,,,,,,,2,1,,4581.0,Transit
472,EPIC 212737443 b,,2.586,,536.0,0.2,0.098,2,1,K3,4684.0,Transit
473,EPIC 212737443 b,,,,,,,2,1,,4581.0,Transit
474,EPIC 212737443 c,,2.69,,316.0,0.2,0.28,2,1,K3,4684.0,Transit
475,EPIC 220492298 b,,0.99,,,,,1,1,,5620.0,Transit
476,EPIC 220554210 c,,1.6,,,,,2,1,,5499.0,Transit
477,EPIC 220554210 c,,1.73,,,,,2,1,,,Transit
478,EPIC 220554210 c,,1.48,,,,,2,1,,,Transit
479,EPIC 220674823 b,,1.6,,,,,2,1,,5613.0,Transit
480,EPIC 220674823 b,7.8,1.676,4656.0,2299.0,0.0,0.01314,2,1,,5578.0,Transit
481,EPIC 220674823 b,8.21,1.725,4670.0,2300.0,0.0,0.01326,2,1,,5532.0,Transit
482,EPIC 220674823 b,,1.46,,,0.0,,2,1,G5,5590.0,Transit
483,EPIC 220674823 b,,1.8,,,,,2,1,,,Transit
484,EPIC 220674823 b,8.36,1.52,,2333.0,0.0,0.0116,2,1,G5 V,5470.0,Transit
485,EPIC 220674823 b,7.72,1.712,,,,,2,1,,5496.0,Transit
486,EPIC 220674823 b,,1.66855539,,,,,2,1,,5590.0,Transit
487,EPIC 220674823 b,9.0,1.82,4293.0,2063.0,,0.01312,2,1,,5496.0,Transit
488,EPIC 220674823 b,,1.816,,,,,2,1,,,Transit
489,EPIC 220674823 b,,1.82,,2119.0,,0.0134,2,1,,5617.0,Transit
490,EPIC 220674823 c,5.7,2.77,64.0,722.0,,0.1071,2,1,,5496.0,Transit
491,EPIC 220674823 c,,3.79,,,,,2,1,,,Transit
492,EPIC 220674823 c,8.9,2.836,70.0,805.0,0.13,0.1083,2,1,,5532.0,Transit
493,EPIC 220674823 c,,2.70490157,,,,,2,1,,5590.0,Transit
494,EPIC 220674823 c,,2.73,,741.0,,0.1091,2,1,,5617.0,Transit
495,EPIC 220674823 c,,2.2,,,,,2,1,,5613.0,Transit
496,EPIC 220674823 c,,2.53,,,0.0,,2,1,G5,5590.0,Transit
497,EPIC 220674823 c,5.8,2.5,,774.0,0.18,0.105,2,1,G5 V,5470.0,Transit
498,EPIC 220674823 c,7.32,2.84,70.0,804.0,0.17,0.1073,2,1,,5578.0,Transit
499,EPIC 220674823 c,,2.8,,,,,2,1,,,Transit
500,EPIC 228836835 b,,1.27,,932.0,,,1,1,,3506.0,Transit
501,EPIC 228836835 b,,1.1,,,,,1,1,,3782.0,Transit
502,EPIC 229004835 b,,2.05969274,,,,,1,1,,5870.0,Transit
503,EPIC 229004835 b,,2.02,,739.0,,,1,1,,5886.0,Transit
504,EPIC 229004835 b,10.4,2.332,69.7,804.0,0.23,0.1237,1,1,,5868.0,Transit
505,EPIC 246851721 b,,13.70374653,923.6302,1406.03,,,1,2,,6513.0,Transit
506,EPIC 246851721 b,,,,,,,1,2,F5 V,6202.0,Transit
507,EPIC 246851721 b,953.49,11.780659,642.0,1401.0,,0.07229,1,2,F5 V,6202.0,Transit
508,EPIC 248847494 b,4131.79,12.44199,0.19,183.0,0.0,4.5,1,1,,4898.0,Transit
509,EPIC 249893012 b,8.75,1.95,1037.0,1616.0,0.06,0.047,3,1,G8 IV/V,5430.0,Transit
510,EPIC 249893012 c,14.67,3.67,160.0,990.0,0.07,0.13,3,1,G8 IV/V,5430.0,Transit
511,EPIC 249893012 d,10.18,3.94,53.0,752.0,0.15,0.22,3,1,G8 IV/V,5430.0,Transit
512,FU Tau b,5085.28,,,2375.0,,800.0,1,1,M7.25,2838.0,Imaging
513,FU Tau b,6038.739733,,,2559.0,,726.0,1,1,,,Imaging
514,G 192-15 b,1.03,,7.06,453.6,0.0,0.01723,2,1,M5.0 V,,Radial Velocity
515,G 192-15 c,14.3,,0.0016,55.9,0.676,1.137,2,1,M5.0 V,,Radial Velocity
516,G 196-3 b,8263.538582,,,1670.0,,350.0,1,1,,,Imaging
517,G 261-6 b,1.37,,1.8,322.3,0.0,0.02971,1,1,M5.5 V,,Radial Velocity
518,G 264-012 b,2.5,,20.5,587.0,,0.02279,2,1,M4.0 V,3326.0,Radial Velocity
519,G 264-012 c,3.75,,3.87,387.0,,0.0525,2,1,M4.0 V,3326.0,Radial Velocity
520,G 268-110 b,1.52,,13.57,534.0,0.0,0.01283,1,1,M5.0 V,,Radial Velocity
521,G 9-40 b,,,,,,,1,1,,3390.0,Transit
522,G 9-40 b,,2.06081,3.9983,393.0,,,1,1,,3413.0,Transit
523,G 9-40 b,,,,,,,1,1,M2.5 V,3348.0,Transit
524,G 9-40 b,4.0,1.9,6.27,440.6,0.0,0.0418,1,1,,3395.0,Transit
525,G 9-40 b,11.7,2.025,7.2,456.0,0.0,0.0385,1,1,M2.5 V,3348.0,Transit
526,GJ 1002 b,1.08,,0.67,230.9,,0.0457,2,1,M5.5 V,3024.0,Radial Velocity
527,GJ 1002 c,1.36,,0.257,181.7,,0.0738,2,1,M5.5 V,3024.0,Radial Velocity
528,GJ 1061 b,1.37,,3.8,,0.31,0.021,3,1,M5.5 V,2953.0,Radial Velocity
529,GJ 1061 c,1.74,,1.4,,0.29,0.035,3,1,M5.5 V,2953.0,Radial Velocity
530,GJ 1061 d,1.64,,0.6,,0.53,0.054,3,1,M5.5 V,2953.0,Radial Velocity
531,GJ 1132 b,1.62,1.16,,409.0,0.0,,2,1,M4.5 V,3270.0,Transit
532,GJ 1132 b,1.58,,,,,,2,1,,,Transit
533,GJ 1132 b,,,,,,,2,1,M4.5 V,3270.0,Transit
534,GJ 1132 b,1.83704819,1.19151465,19.3,583.8,0.0118,0.0157,2,1,,3229.0,Transit
535,GJ 1132 b,,1.21456642,20.9593,545.71,,,2,1,,3202.0,Transit
536,GJ 1132 b,1.66,1.13,,529.0,0.22,0.0153,2,1,,3270.0,Transit
537,GJ 1132 b,1.63,1.43,,644.0,,0.01533,2,1,,,Transit
538,GJ 1132 c,2.64,,,300.0,0.27,0.0476,2,1,,3270.0,Radial Velocity
539,GJ 1148 b,94.7094,,,,0.314,0.163506,2,1,,3287.0,Radial Velocity
540,GJ 1148 b,107.74382997,,,,0.366,0.1686,2,1,,3357.57,Radial Velocity
541,GJ 1148 b,96.7,,,,0.38,0.166,2,1,,3287.0,Radial Velocity
542,GJ 1148 c,82.63538582,,,,0.27,0.9302,2,1,,3357.57,Radial Velocity
543,GJ 1148 c,68.06,,,,0.342,0.912,2,1,,3287.0,Radial Velocity
544,GJ 1151 c,10.62,,,,,0.5714,1,1,M 4.5V,3280.0,Radial Velocity
545,GJ 1214 b,8.17,2.742,21.0,596.0,0.063,0.0149,1,1,M4 V,3250.0,Transit
546,GJ 1214 b,,,,,,,1,1,,3026.0,Transit
547,GJ 1214 b,,,,,,,1,1,,3026.0,Transit
548,GJ 1214 b,8.41,2.733,17.2,567.0,0.0062,0.01505,1,1,,3101.0,Transit
549,GJ 1214 b,,,,,,,1,1,,3026.0,Transit
550,GJ 1214 b,,2.61,,,,,1,1,,,Transit
551,GJ 1214 b,,,,604.0,,,1,1,,3250.0,Transit
552,GJ 1214 b,6.261251,2.847086,,,,0.01411,1,1,,3026.0,Transit
553,GJ 1214 b,,,,,,,1,1,,3074.0,Transit
554,GJ 1214 b,,,,,,,1,1,,3000.0,Transit
555,GJ 1214 b,,,,,0.0,,1,1,,3074.0,Transit
556,GJ 1214 b,,,,,,,1,1,,3026.0,Transit
557,GJ 1214 b,,,,,,,1,1,,3026.0,Transit
558,GJ 1214 b,,,,,0.0,,1,1,,3074.0,Transit
559,GJ 1214 b,6.43,2.27,,,,,1,1,,,Transit
560,GJ 1214 b,6.45,2.65,,,,,1,1,,3170.0,Transit
561,GJ 1214 b,6.37,2.74,,547.0,,,1,1,,2949.0,Transit
562,GJ 1214 b,,2.64,,,,,1,1,,,Transit
563,GJ 1214 b,,,,,0.0,,1,1,,,Transit
564,GJ 1214 b,6.55,2.678,,555.0,0.14,,1,1,,3026.0,Transit
565,GJ 1252 b,2.09,1.193,,1089.0,0.0,0.00916,1,1,M3,3458.0,Transit
566,GJ 1252 b,,,,,,,1,1,M3,3458.0,Transit
567,GJ 1252 b,,,,,,,1,1,M3,3458.0,Transit
568,GJ 1252 b,1.32,1.18,233.0,,,0.00915,1,1,,3458.0,Transit
569,GJ 1252 b,1.32,1.193,,,0.0,,1,1,M3,3458.0,Transit
570,GJ 1252 b,,1.34851206,255.1406,1019.33,,,1,1,,3325.0,Transit
571,GJ 1265 b,7.4,,,,0.04,0.026,1,1,M4.5 V,3236.0,Radial Velocity
572,GJ 1289 b,6.27,,,150.0,0.0,0.27,1,1,M4.5 Ve,3296.0,Radial Velocity
573,GJ 143 b,30.63,,,,0.325,0.1932,2,1,,,Transit
574,GJ 143 b,,3.12194,10.8612,505.0,,,2,1,,4628.53,Transit
575,GJ 143 b,22.7,2.61,,422.0,0.188,0.1915,2,1,K4.5,4640.0,Transit
576,GJ 15 A b,5.35,,,550.0,0.0,0.0717,2,2,M2 V,3567.0,Radial Velocity
577,GJ 15 A b,5.43486576,,,,0.075,0.0732,2,2,,3742.67,Radial Velocity
578,GJ 15 A b,3.03,,,,0.094,0.072,2,2,M1,3607.0,Radial Velocity
579,GJ 15 A c,36.0,,,,0.27,5.4,2,2,M1,3607.0,Radial Velocity
580,GJ 160.2 b,10.2,,,,0.06,0.053,1,1,M0 V,4347.0,Radial Velocity
581,GJ 163 b,10.6,,,,0.073,0.0607,3,1,,,Radial Velocity
582,GJ 163 c,6.8,,,,0.099,0.1254,3,1,,,Radial Velocity
583,GJ 163 d,29.4,,,,0.373,1.0304,3,1,,,Radial Velocity
584,GJ 179 b,301.93698665,,,,0.179,2.424,1,1,M2 V,3370.0,Radial Velocity
585,GJ 179 b,239.00696206,,,,0.169,2.523,1,1,,3411.78,Radial Velocity
586,GJ 179 b,260.61,,,,0.21,2.41,1,1,M3.5 V,3370.0,Radial Velocity
587,GJ 180 b,8.3,,,,0.11,0.103,3,1,M2 V,3371.0,Radial Velocity
588,GJ 180 b,6.49,,,,0.07,0.092,3,1,,,Radial Velocity
589,GJ 180 c,6.4,,,,0.09,0.129,3,1,M2 V,3371.0,Radial Velocity
590,GJ 180 d,7.56,,,,0.14,0.309,3,1,,,Radial Velocity
591,GJ 2030 b,4.76742611,,,,0.239,0.034,2,1,,,Radial Velocity
592,GJ 2030 c,4069.15709482,,,,0.041,16.761,2,1,,,Radial Velocity
593,GJ 2056 b,16.2,,,,0.72,0.283,1,1,,,Radial Velocity
594,GJ 2126 b,413.1769291,,,,0.85,0.71,1,1,M0 V,4159.0,Radial Velocity
595,GJ 229 A c,7.268,,,,0.19,0.339,2,3,,,Radial Velocity
596,GJ 229 A c,8.58136699,,,,0.366,0.384,2,3,,,Radial Velocity
597,GJ 229 b,14.93793513,,,,0.404,1.086,2,3,,,Radial Velocity
598,GJ 229 b,32.0,,,,0.1,0.97,2,3,M1/M2 V,3564.0,Radial Velocity
599,GJ 229 b,8.478,,,,0.1,0.898,2,3,,,Radial Velocity
600,GJ 238 b,,0.591815,107.262,896.0,,,1,1,,3445.0,Transit
601,GJ 238 b,,0.566,,758.0,,0.02123,1,1,M2.5 V,3485.0,Transit
602,GJ 251 b,4.0,,2.53,351.0,0.1,0.0818,1,1,M3.0 V,3451.0,Radial Velocity
603,GJ 27.1 b,13.0,,,,0.08,0.101,1,1,M0.5 V,3542.0,Radial Velocity
604,GJ 273 b,2.89,,1.06,,0.1,0.091101,2,1,M3.5,3382.0,Radial Velocity
605,GJ 273 c,1.18,,6.66,,0.17,0.036467,2,1,M3.5,3382.0,Radial Velocity
606,GJ 3021 b,1071.04,,,350.0,0.511,0.49,1,2,G6 V,5540.0,Radial Velocity
607,GJ 3082 b,8.2,,,,0.22,0.079,1,1,,,Radial Velocity
608,GJ 3090 b,,2.02068,23.0419,610.0,,,1,1,,3703.0,Transit
609,GJ 3090 b,3.34,2.13,,693.0,0.32,0.03165,1,1,M2 V,3556.0,Transit
610,GJ 3138 b,1.78,,118.1,,0.19,0.0197,3,1,M0,3717.0,Radial Velocity
611,GJ 3138 c,4.18,,13.9,,0.11,0.057,3,1,M0,3717.0,Radial Velocity
612,GJ 3138 d,10.5,,0.1,,0.32,0.698,3,1,M0,3717.0,Radial Velocity
613,GJ 317 b,794.5,,,,0.11,1.15,2,1,M2.5 V,3510.0,Radial Velocity
614,GJ 317 b,557.1,,,,0.07,1.151,2,1,,,Radial Velocity
615,GJ 317 b,588.93603817,,,,0.098,1.18,2,1,,3492.73,Radial Velocity
616,GJ 317 b,381.4,,,,0.193,0.95,2,1,M3.5 V,,Radial Velocity
617,GJ 317 c,522.5,,,,0.17,5.23,2,1,,,Radial Velocity
618,GJ 317 c,531.72692491,,,,0.25,5.78,2,1,,3492.73,Radial Velocity
619,GJ 317 c,635.66,,,,0.81,25.0,2,1,M2.5 V,3510.0,Radial Velocity
620,GJ 317 c,489.4582,,,,0.308,,2,1,,,Radial Velocity
621,GJ 3222 b,11.44182265,,,,0.929,0.091,1,2,,,Radial Velocity
622,GJ 328 b,731.0,,,,0.37,4.5,2,1,M1,3900.0,Radial Velocity
623,GJ 328 b,797.74930157,,,,0.227,4.11,2,1,M0.0,3897.0,Radial Velocity
624,GJ 328 c,21.4,,,,,0.657,2,1,M0.0,3897.0,Radial Velocity
625,GJ 3293 b,25.72,,,,0.07,0.1434,4,1,M2.5,3466.0,Radial Velocity
626,GJ 3293 b,23.54,,1.07,,0.06,0.14339,4,1,M2.5,3466.0,Radial Velocity
627,GJ 3293 c,21.09,,0.17,,0.11,0.36175,4,1,M2.5,3466.0,Radial Velocity
628,GJ 3293 c,25.72,,,,0.33,0.364,4,1,M2.5,3466.0,Radial Velocity
629,GJ 3293 d,7.6,,0.59,,0.12,0.19394,4,1,M2.5,3466.0,Radial Velocity
630,GJ 3293 e,3.28,,3.34,,0.21,0.08208,4,1,M2.5,3466.0,Radial Velocity
631,GJ 3323 b,2.02,,2.58,,0.23,0.03282,2,1,M4,3159.0,Radial Velocity
632,GJ 3323 c,2.31,,0.17,,0.17,0.1264,2,1,M4,3159.0,Radial Velocity
633,GJ 3341 b,6.6,,,,0.31,0.089,1,1,M2.5,3526.0,Radial Velocity
634,GJ 338 B b,10.6,,,,0.109,0.142,1,2,M0 V,4014.0,Radial Velocity
635,GJ 338 B b,10.27,,,391.0,0.11,0.141,1,2,M0.0 V,4005.0,Radial Velocity
636,GJ 341 b,,0.867887,26.1371,629.0,,,1,1,,3766.0,Transit
637,GJ 341 b,4.0,0.88,13.8,,0.0,,1,1,M1,3770.0,Transit
638,GJ 3470 b,,,,,,,1,1,,3552.0,Radial Velocity
639,GJ 3470 b,,,,,,,1,1,,3552.0,Radial Velocity
